assignee,cohort,promoted,n_pts,acc,err,dur
S30,student,1,8,1.0,0,342.1483917236328
S30,student,1,8,1.0,0,23.110434532165527
S30,student,1,8,1.0,0,356.3300504684448
S30,student,1,8,1.0,0,434.508327960968
S30,student,1,8,1.0,0,615.4697642326355
S30,student,1,8,1.0,0,213.4503734111786
S30,student,1,8,1.0,0,1105.861121416092
S30,student,1,8,1.0,0,106.65589308738708
S30,student,1,8,1.0,0,188.7095410823822
S30,student,1,8,1.0,0,340.7228262424469
S30,student,1,8,1.0,0,189.0609579086304
S25,student,0,1,1.0,0,28885.55461859703
S25,student,0,8,0.75,1,2684.882515192032
S25,student,0,8,0.75,1,1587.99511384964
S25,student,0,8,0.5,1,171.1889522075653
S25,student,0,8,0.25,1,603.1037838459015
S25,student,0,8,1.0,0,378.2696418762207
S25,student,0,8,1.0,0,108.07224917411804
S25,student,0,8,0.5,1,344.7213521003723
S25,student,0,8,0.75,1,1194.8590397834778
S25,student,0,8,0.0,1,1197.959841966629
S25,student,0,8,0.75,1,217.3581700325012
S25,student,0,8,0.75,1,122.11328935623168
S25,student,0,8,1.0,0,1308.68940615654
S25,student,0,8,1.0,0,294.7206404209137
S25,student,0,8,1.0,0,528.7029521465302
S25,student,0,8,1.0,0,572.2333850860596
S25,student,0,8,1.0,0,208.9226951599121
S15,student,0,4,0.25,1,432.999376296997
S15,student,0,3,0.0,1,237.27548503875727
S15,student,0,7,0.2857142857142857,1,118.4918086528778
S15,student,0,6,0.3333333333333333,1,113.5423436164856
S15,student,0,8,0.125,1,136.51322031021118
S15,student,0,8,0.25,1,153.00696468353271
S15,student,0,6,0.3333333333333333,1,168.13413643836975
S15,student,0,7,0.1428571428571428,1,118.2903950214386
S15,student,0,8,0.25,1,103.80379605293274
S15,student,0,4,0.0,1,106.76939463615416
S15,student,0,2,0.0,1,117.23933601379396
S15,student,0,6,0.3333333333333333,1,89.93582558631897
S15,student,0,6,0.1666666666666666,1,118.15056848526
S15,student,0,7,0.2857142857142857,1,102.35116243362428
S16,student,0,8,1.0,0,2599.2839546203613
S16,student,0,7,0.8571428571428571,1,147.15200519561768
S16,student,0,8,1.0,0,441.31110405921936
S16,student,0,8,1.0,0,1172.8343279361725
S16,student,0,8,1.0,0,8.950101852416992
S16,student,0,8,1.0,0,210.92338919639587
S16,student,0,8,1.0,0,554.1322755813599
S16,student,0,9,0.8888888888888888,1,208.80436396598816
S16,student,0,8,1.0,0,182.7573337554932
S16,student,0,9,0.8888888888888888,1,9.120862007141112
S16,student,0,8,1.0,0,303.3295638561249
S16,student,0,8,1.0,0,543.2801320552826
S16,student,0,8,1.0,0,134.54761219024658
S16,student,0,8,1.0,0,1031.4792652130127
S16,student,0,8,1.0,0,431.4187462329865
S16,student,0,2,0.5,1,159.27719163894653
S16,student,0,8,1.0,0,137.11893916130066
S16,student,0,8,1.0,0,227.2082450389862
S16,student,0,8,1.0,0,178.51045608520508
S16,student,0,8,1.0,0,128.25305700302124
S16,student,0,8,0.875,1,138.75730657577515
S16,student,0,8,1.0,0,191.21040987968445
S16,student,0,8,0.875,1,186.80170798301697
S16,student,0,8,1.0,0,169.27943062782288
S16,student,0,8,1.0,0,110.58603143692017
S16,student,0,8,1.0,0,111.1541781425476
S16,student,0,8,1.0,0,169.25207996368408
S16,student,0,8,1.0,0,99.21844935417175
S17,student,0,8,1.0,0,624.9232342243195
S17,student,0,7,0.5714285714285714,1,491.1912121772766
S17,student,0,8,1.0,0,353.8224928379059
S17,student,0,8,1.0,0,284.94307017326355
S17,student,0,8,1.0,0,183.99665427207947
S17,student,0,8,1.0,0,172.1794559955597
S17,student,0,8,1.0,0,192.29073214530945
S17,student,0,8,1.0,0,191.53577423095703
S17,student,0,8,1.0,0,175.54102063179016
S17,student,0,8,1.0,0,228.82482385635376
S17,student,0,8,1.0,0,311.31023240089417
S17,student,0,8,1.0,0,194.8937501907349
S17,student,0,8,1.0,0,121.4011664390564
S17,student,0,8,1.0,0,202.62235927581787
S17,student,0,8,1.0,0,311.3067874908447
S17,student,0,8,1.0,0,99.88241338729858
S17,student,0,8,1.0,0,89.80862283706665
S17,student,0,8,0.75,1,2006.777333498001
S17,student,0,8,1.0,0,162.26981472969055
S17,student,0,8,0.875,1,299.9806716442108
S17,student,0,8,1.0,0,448.26664686203
S17,student,0,8,0.875,1,176.8723442554474
S17,student,0,8,1.0,0,189.11168599128723
S17,student,0,8,1.0,0,131.21890830993652
S17,student,0,8,1.0,0,117.6264624595642
S17,student,0,8,1.0,0,94.60138201713562
S17,student,0,8,1.0,0,124.30336833000185
S27,student,0,8,0.875,1,242.813095331192
S27,student,0,7,0.8571428571428571,1,380.9755382537842
S27,student,0,8,0.875,1,127.40768647193909
S27,student,0,8,1.0,0,153.89873218536377
S27,student,0,8,1.0,0,373.8104135990143
S27,student,0,8,0.875,1,242.3805351257324
S27,student,0,8,1.0,0,111.17510724067688
S27,student,0,8,1.0,0,81.52800846099854
S27,student,0,8,1.0,0,111.18635439872742
S27,student,0,8,1.0,0,76.80660319328308
S27,student,0,8,1.0,0,78.96607995033264
S27,student,0,8,1.0,0,84.65845704078674
S27,student,0,8,0.875,1,78.2401270866394
S27,student,0,8,1.0,0,144.50500559806824
S27,student,0,8,1.0,0,150.33940863609314
S27,student,0,8,1.0,0,97.21017360687256
S27,student,0,8,1.0,0,77.91225099563599
S27,student,0,8,1.0,0,75.80886173248291
S27,student,0,8,1.0,0,76.59485292434692
S27,student,0,8,0.75,1,103.51442408561708
S27,student,0,8,0.875,1,98.26312780380248
S27,student,0,8,1.0,0,87.70667099952698
S27,student,0,8,1.0,0,251.7186222076416
S27,student,0,8,0.875,1,176.96850180625916
S27,student,0,8,1.0,0,271.9573974609375
S27,student,0,8,1.0,0,92.09412336349487
S12,student,0,12,0.3333333333333333,1,772.9438989162445
S12,student,0,8,0.75,1,519.5944495201111
S12,student,0,8,0.875,1,248.02747631073
S12,student,0,8,0.75,1,186.84772324562076
S12,student,0,8,0.875,1,148.24171423912048
S12,student,0,8,1.0,0,121.75934195518494
S12,student,0,8,1.0,0,230.54779052734372
S12,student,0,8,1.0,0,161.28593683242798
S12,student,0,8,1.0,0,246.8041205406189
S12,student,0,8,1.0,0,152.4457244873047
S12,student,0,8,1.0,0,123.9391257762909
S12,student,0,8,1.0,0,259.08913803100586
S12,student,0,8,1.0,0,154.35566353797913
S12,student,0,8,1.0,0,94.00582671165466
S12,student,0,8,1.0,0,92.1360399723053
S12,student,0,8,1.0,0,263.21449851989746
S12,student,0,8,1.0,0,100.19007396697998
S12,student,0,8,1.0,0,91.06065320968628
S12,student,0,9,0.8888888888888888,1,155.88239884376526
S12,student,0,8,1.0,0,66.61619091033936
S12,student,0,8,0.875,1,264.0155885219574
S12,student,0,8,1.0,0,133.05893778800964
S12,student,0,8,0.875,1,105.46971607208252
S12,student,0,8,1.0,0,96.25801587104796
S12,student,0,8,1.0,0,80.80438232421875
S12,student,0,8,1.0,0,72.33511519432068
S12,student,0,8,1.0,0,73.89487409591675
S12,student,0,8,1.0,0,73.65906405448914
S29,student,0,8,0.75,1,951.3177318572998
S29,student,0,8,1.0,0,513.0824611186981
S29,student,0,8,1.0,0,332.21255588531494
S29,student,0,8,1.0,0,153.64262557029724
S29,student,0,8,1.0,0,124.6034379005432
S29,student,0,8,1.0,0,231.76137590408325
S29,student,0,8,1.0,0,112.90951609611513
S29,student,0,8,1.0,0,282.03297114372253
S29,student,0,8,1.0,0,227.56782817840576
S29,student,0,8,1.0,0,107.78369331359865
S29,student,0,8,1.0,0,178.5987410545349
S29,student,0,8,1.0,0,114.61745858192444
S02,student,0,8,1.0,0,787.4846515655518
S02,student,0,7,0.8571428571428571,1,187.43504881858823
S02,student,0,8,0.875,1,114.95895266532898
S02,student,0,8,1.0,0,381.44791650772095
S02,student,0,8,0.875,1,214.08604860305783
S02,student,0,8,0.875,1,288.47927594184875
S02,student,0,8,0.75,1,1618.0300676822662
S02,student,0,8,1.0,0,389.9211490154266
S02,student,0,8,0.75,1,358.99765181541443
S02,student,0,8,0.875,1,2491.933242559433
S02,student,0,8,1.0,0,376.7667968273163
S02,student,0,8,1.0,0,435.1701822280884
S02,student,0,8,1.0,0,86.55464577674866
S02,student,0,8,1.0,0,246.39378929138184
S02,student,0,8,1.0,0,356.9983057975769
S02,student,0,8,0.625,1,761.8193261623383
S02,student,0,8,1.0,0,135.45806980133057
S02,student,0,8,1.0,0,169.92254877090454
S02,student,0,8,1.0,0,353.2772362232208
